ip,cidr,hostname,owner,note,status
10.50.0.34,10.50.0.0/24,ws-brs-ws-033.corp.example.com,IT Infrastructure,"Workstation — Compliance, assigned to user0033",used
10.50.0.35,10.50.0.0/24,ws-brs-ws-034.corp.example.com,IT Infrastructure,"Workstation — Marketing, assigned to user0034",used
10.50.0.36,10.50.0.0/24,ws-brs-ws-035.corp.example.com,IT Infrastructure,"Workstation — Procurement, assigned to user0035",used
10.50.0.37,10.50.0.0/24,ws-brs-ws-036.corp.example.com,IT Infrastructure,"Workstation — Marketing, assigned to user0036",used
10.50.0.38,10.50.0.0/24,ws-brs-ws-037.corp.example.com,IT Infrastructure,"Workstation — Sales, assigned to user0037",used
10.50.0.39,10.50.0.0/24,ws-brs-ws-038.corp.example.com,IT Infrastructure,"Workstation — HR, assigned to user0038",used
10.50.0.40,10.50.0.0/24,ws-brs-ws-039.corp.example.com,IT Infrastructure,"Workstation — Security, assigned to user0039",used
10.50.0.41,10.50.0.0/24,ws-brs-ws-040.corp.example.com,IT Infrastructure,"Workstation — Marketing, assigned to user0040",used
10.50.0.42,10.50.0.0/24,ws-brs-ws-041.corp.example.com,IT Infrastructure,"Workstation — Facilities, assigned to user0041",used
10.50.0.43,10.50.0.0/24,ws-brs-ws-042.corp.example.com,IT Infrastructure,"Workstation — Security, assigned to user0042",used
10.50.0.44,10.50.0.0/24,ws-brs-ws-043.corp.example.com,IT Infrastructure,"Workstation — IT Infrastructure, assigned to user0043",used
10.50.0.45,10.50.0.0/24,ws-brs-ws-044.corp.example.com,IT Infrastructure,"Workstation — IT Infrastructure, assigned to user0044",used
10.50.0.46,10.50.0.0/24,ws-brs-ws-045.corp.example.com,IT Infrastructure,"Workstation — Legal, assigned to user0045",used
10.50.0.47,10.50.0.0/24,ws-brs-ws-046.corp.example.com,IT Infrastructure,"Workstation — HR, assigned to user0046",used
10.50.0.48,10.50.0.0/24,ws-brs-ws-047.corp.example.com,IT Infrastructure,"Workstation — Compliance, assigned to user0047",used
10.50.0.49,10.50.0.0/24,ws-brs-ws-048.corp.example.com,IT Infrastructure,"Workstation — DevOps, assigned to user0048",used
10.50.0.50,10.50.0.0/24,ws-brs-ws-049.corp.example.com,IT Infrastructure,"Workstation — Network Ops, assigned to user0049",used
10.50.0.51,10.50.0.0/24,ws-brs-ws-050.corp.example.com,IT Infrastructure,"Workstation — Finance, assigned to user0050",used
10.50.0.52,10.50.0.0/24,ws-brs-ws-051.corp.example.com,IT Infrastructure,"Workstation — Marketing, assigned to user0051",used
10.50.0.53,10.50.0.0/24,ws-brs-ws-052.corp.example.com,IT Infrastructure,"Workstation — DevOps, assigned to user0052",used
10.50.0.54,10.50.0.0/24,ws-brs-ws-053.corp.example.com,IT Infrastructure,"Workstation — Legal, assigned to user0053",used
10.50.0.55,10.50.0.0/24,ws-brs-ws-054.corp.example.com,IT Infrastructure,"Workstation — Executive, assigned to user0054",used
10.50.0.56,10.50.0.0/24,ws-brs-ws-055.corp.example.com,IT Infrastructure,"Workstation — Finance, assigned to user0055",used
10.50.0.57,10.50.0.0/24,ws-brs-ws-056.corp.example.com,IT Infrastructure,"Workstation — HR, assigned to user0056",used
10.50.0.58,10.50.0.0/24,ws-brs-ws-057.corp.example.com,IT Infrastructure,"Workstation — Finance, assigned to user0057",used
10.50.0.59,10.50.0.0/24,ws-brs-ws-058.corp.example.com,IT Infrastructure,"Workstation — R&D, assigned to user0058",used
10.50.0.60,10.50.0.0/24,ws-brs-ws-059.corp.example.com,IT Infrastructure,"Workstation — Helpdesk, assigned to user0059",used
10.50.0.61,10.50.0.0/24,ws-brs-ws-060.corp.example.com,IT Infrastructure,"Workstation — R&D, assigned to user0060",used
10.50.0.62,10.50.0.0/24,ws-brs-ws-061.corp.example.com,IT Infrastructure,"Workstation — Network Ops, assigned to user0061",used
10.50.0.63,10.50.0.0/24,ws-brs-ws-062.corp.example.com,IT Infrastructure,"Workstation — Finance, assigned to user0062",used
10.50.0.64,10.50.0.0/24,ws-brs-ws-063.corp.example.com,IT Infrastructure,"Workstation — Facilities, assigned to user0063",used
10.50.0.65,10.50.0.0/24,ws-brs-ws-064.corp.example.com,IT Infrastructure,"Workstation — HR, assigned to user0064",used
10.50.0.66,10.50.0.0/24,ws-brs-ws-065.corp.example.com,IT Infrastructure,"Workstation — Helpdesk, assigned to user0065",used
10.50.0.67,10.50.0.0/24,ws-brs-ws-066.corp.example.com,IT Infrastructure,"Workstation — DevOps, assigned to user0066",used
10.50.0.68,10.50.0.0/24,ws-brs-ws-067.corp.example.com,IT Infrastructure,"Workstation — Network Ops, assigned to user0067",used
10.50.0.69,10.50.0.0/24,ws-brs-ws-068.corp.example.com,IT Infrastructure,"Workstation — Facilities, assigned to user0068",used
10.50.0.70,10.50.0.0/24,ws-brs-ws-069.corp.example.com,IT Infrastructure,"Workstation — Security, assigned to user0069",used
10.50.0.71,10.50.0.0/24,ws-brs-ws-070.corp.example.com,IT Infrastructure,"Workstation — Legal, assigned to user0070",used
10.50.0.72,10.50.0.0/24,ws-brs-ws-071.corp.example.com,IT Infrastructure,"Workstation — Finance, assigned to user0071",used
10.50.0.73,10.50.0.0/24,ws-brs-ws-072.corp.example.com,IT Infrastructure,"Workstation — IT Infrastructure, assigned to user0072",used
10.50.0.74,10.50.0.0/24,ws-brs-ws-073.corp.example.com,IT Infrastructure,"Workstation — Marketing, assigned to user0073",used
10.50.0.75,10.50.0.0/24,ws-brs-ws-074.corp.example.com,IT Infrastructure,"Workstation — Facilities, assigned to user0074",used
10.50.0.76,10.50.0.0/24,ws-brs-ws-075.corp.example.com,IT Infrastructure,"Workstation — Sales, assigned to user0075",used
10.50.0.77,10.50.0.0/24,ws-brs-ws-076.corp.example.com,IT Infrastructure,"Workstation — Compliance, assigned to user0076",used
10.50.0.78,10.50.0.0/24,ws-brs-ws-077.corp.example.com,IT Infrastructure,"Workstation — Compliance, assigned to user0077",used
10.50.0.79,10.50.0.0/24,ws-brs-ws-078.corp.example.com,IT Infrastructure,"Workstation — Compliance, assigned to user0078",used
10.50.0.80,10.50.0.0/24,ws-brs-ws-079.corp.example.com,IT Infrastructure,"Workstation — Helpdesk, assigned to user0079",used
10.50.0.81,10.50.0.0/24,ws-brs-ws-080.corp.example.com,IT Infrastructure,"Workstation — Executive, assigned to user0080",used
10.50.0.82,10.50.0.0/24,ws-brs-ws-081.corp.example.com,IT Infrastructure,"Workstation — Finance, assigned to user0081",used
10.50.0.83,10.50.0.0/24,ws-brs-ws-082.corp.example.com,IT Infrastructure,"Workstation — Helpdesk, assigned to user0082",used
10.50.0.84,10.50.0.0/24,ws-brs-ws-083.corp.example.com,IT Infrastructure,"Workstation — Security, assigned to user0083",used
10.50.0.85,10.50.0.0/24,ws-brs-ws-084.corp.example.com,IT Infrastructure,"Workstation — Facilities, assigned to user0084",used
10.50.0.86,10.50.0.0/24,ws-brs-ws-085.corp.example.com,IT Infrastructure,"Workstation — Compliance, assigned to user0085",used
10.50.0.87,10.50.0.0/24,ws-brs-ws-086.corp.example.com,IT Infrastructure,"Workstation — Finance, assigned to user0086",used
10.50.0.88,10.50.0.0/24,ws-brs-ws-087.corp.example.com,IT Infrastructure,"Workstation — HR, assigned to user0087",used
10.50.0.89,10.50.0.0/24,ws-brs-ws-088.corp.example.com,IT Infrastructure,"Workstation — R&D, assigned to user0088",used
10.50.0.90,10.50.0.0/24,ws-brs-ws-089.corp.example.com,IT Infrastructure,"Workstation — DevOps, assigned to user0089",used
10.50.0.91,10.50.0.0/24,ws-brs-ws-090.corp.example.com,IT Infrastructure,"Workstation — DevOps, assigned to user0090",used
10.50.0.92,10.50.0.0/24,ws-brs-ws-091.corp.example.com,IT Infrastructure,"Workstation — IT Infrastructure, assigned to user0091",used
10.50.0.93,10.50.0.0/24,ws-brs-ws-092.corp.example.com,IT Infrastructure,"Workstation — Legal, assigned to user0092",used
10.50.0.94,10.50.0.0/24,ws-brs-ws-093.corp.example.com,IT Infrastructure,"Workstation — IT Infrastructure, assigned to user0093",used
10.50.0.95,10.50.0.0/24,ws-brs-ws-094.corp.example.com,IT Infrastructure,"Workstation — Legal, assigned to user0094",used
10.50.0.96,10.50.0.0/24,ws-brs-ws-095.corp.example.com,IT Infrastructure,"Workstation — Helpdesk, assigned to user0095",used
10.50.0.97,10.50.0.0/24,ws-brs-ws-096.corp.example.com,IT Infrastructure,"Workstation — R&D, assigned to user0096",used
10.50.0.98,10.50.0.0/24,ws-brs-ws-097.corp.example.com,IT Infrastructure,"Workstation — HR, assigned to user0097",used
10.50.0.99,10.50.0.0/24,ws-brs-ws-098.corp.example.com,IT Infrastructure,"Workstation — Marketing, assigned to user0098",used
10.50.0.100,10.50.0.0/24,ws-brs-ws-099.corp.example.com,IT Infrastructure,"Workstation — Helpdesk, assigned to user0099",used
10.50.0.101,10.50.0.0/24,ws-brs-ws-100.corp.example.com,IT Infrastructure,"Workstation — Sales, assigned to user0100",used
10.50.0.102,10.50.0.0/24,ws-brs-ws-101.corp.example.com,IT Infrastructure,"Workstation — Compliance, assigned to user0101",used
10.50.0.103,10.50.0.0/24,ws-brs-ws-102.corp.example.com,IT Infrastructure,"Workstation — Legal, assigned to user0102",used
10.50.0.104,10.50.0.0/24,ws-brs-ws-103.corp.example.com,IT Infrastructure,"Workstation — Executive, assigned to user0103",used
10.50.0.105,10.50.0.0/24,ws-brs-ws-104.corp.example.com,IT Infrastructure,"Workstation — Sales, assigned to user0104",used
10.50.0.106,10.50.0.0/24,ws-brs-ws-105.corp.example.com,IT Infrastructure,"Workstation — Executive, assigned to user0105",used
10.50.0.107,10.50.0.0/24,ws-brs-ws-106.corp.example.com,IT Infrastructure,"Workstation — Facilities, assigned to user0106",used
10.50.0.108,10.50.0.0/24,ws-brs-ws-107.corp.example.com,IT Infrastructure,"Workstation — Procurement, assigned to user0107",used
10.50.0.109,10.50.0.0/24,ws-brs-ws-108.corp.example.com,IT Infrastructure,"Workstation — DevOps, assigned to user0108",used
10.50.0.110,10.50.0.0/24,ws-brs-ws-109.corp.example.com,IT Infrastructure,"Workstation — Executive, assigned to user0109",used
10.50.0.111,10.50.0.0/24,ws-brs-ws-110.corp.example.com,IT Infrastructure,"Workstation — DevOps, assigned to user0110",used
10.50.0.112,10.50.0.0/24,ws-brs-ws-111.corp.example.com,IT Infrastructure,"Workstation — Facilities, assigned to user0111",used
10.50.0.113,10.50.0.0/24,ws-brs-ws-112.corp.example.com,IT Infrastructure,"Workstation — Executive, assigned to user0112",used
10.50.0.114,10.50.0.0/24,ws-brs-ws-113.corp.example.com,IT Infrastructure,"Workstation — R&D, assigned to user0113",used
10.50.0.115,10.50.0.0/24,ws-brs-ws-114.corp.example.com,IT Infrastructure,"Workstation — Procurement, assigned to user0114",used
10.50.0.116,10.50.0.0/24,ws-brs-ws-115.corp.example.com,IT Infrastructure,"Workstation — Executive, assigned to user0115",used
10.50.0.117,10.50.0.0/24,ws-brs-ws-116.corp.example.com,IT Infrastructure,"Workstation — Security, assigned to user0116",used
10.50.0.118,10.50.0.0/24,ws-brs-ws-117.corp.example.com,IT Infrastructure,"Workstation — Sales, assigned to user0117",used
10.50.0.119,10.50.0.0/24,ws-brs-ws-118.corp.example.com,IT Infrastructure,"Workstation — Legal, assigned to user0118",used
10.50.0.120,10.50.0.0/24,ws-brs-ws-119.corp.example.com,IT Infrastructure,"Workstation — Sales, assigned to user0119",used
10.50.0.121,10.50.0.0/24,ws-brs-ws-120.corp.example.com,IT Infrastructure,"Workstation — Helpdesk, assigned to user0120",used
10.50.0.122,10.50.0.0/24,ws-brs-ws-121.corp.example.com,IT Infrastructure,"Workstation — HR, assigned to user0121",used
10.50.0.123,10.50.0.0/24,ws-brs-ws-122.corp.example.com,IT Infrastructure,"Workstation — Security, assigned to user0122",used
10.50.0.124,10.50.0.0/24,ws-brs-ws-123.corp.example.com,IT Infrastructure,"Workstation — Compliance, assigned to user0123",used
10.50.0.125,10.50.0.0/24,ws-brs-ws-124.corp.example.com,IT Infrastructure,"Workstation — R&D, assigned to user0124",used
10.50.0.126,10.50.0.0/24,ws-brs-ws-125.corp.example.com,IT Infrastructure,"Workstation — Security, assigned to user0125",used
10.50.0.127,10.50.0.0/24,ws-brs-ws-126.corp.example.com,IT Infrastructure,"Workstation — Network Ops, assigned to user0126",used
10.50.0.128,10.50.0.0/24,ws-brs-ws-127.corp.example.com,IT Infrastructure,"Workstation — Procurement, assigned to user0127",used
10.50.0.129,10.50.0.0/24,ws-brs-ws-128.corp.example.com,IT Infrastructure,"Workstation — Sales, assigned to user0128",used
10.50.0.130,10.50.0.0/24,ws-brs-ws-129.corp.example.com,IT Infrastructure,"Workstation — Compliance, assigned to user0129",used
10.50.0.131,10.50.0.0/24,ws-brs-ws-130.corp.example.com,IT Infrastructure,"Workstation — Sales, assigned to user0130",used
10.50.0.132,10.50.0.0/24,ws-brs-ws-131.corp.example.com,IT Infrastructure,"Workstation — DevOps, assigned to user0131",used
10.50.0.133,10.50.0.0/24,ws-brs-ws-132.corp.example.com,IT Infrastructure,"Workstation — R&D, assigned to user0132",used
10.50.0.134,10.50.0.0/24,ws-brs-ws-133.corp.example.com,IT Infrastructure,"Workstation — Sales, assigned to user0133",used
10.50.0.135,10.50.0.0/24,ws-brs-ws-134.corp.example.com,IT Infrastructure,"Workstation — IT Infrastructure, assigned to user0134",used
10.50.0.136,10.50.0.0/24,ws-brs-ws-135.corp.example.com,IT Infrastructure,"Workstation — IT Infrastructure, assigned to user0135",used
10.50.0.137,10.50.0.0/24,ws-brs-ws-136.corp.example.com,IT Infrastructure,"Workstation — HR, assigned to user0136",used
10.50.0.138,10.50.0.0/24,ws-brs-ws-137.corp.example.com,IT Infrastructure,"Workstation — Procurement, assigned to user0137",used
10.50.0.139,10.50.0.0/24,ws-brs-ws-138.corp.example.com,IT Infrastructure,"Workstation — Sales, assigned to user0138",used
10.50.0.140,10.50.0.0/24,ws-brs-ws-139.corp.example.com,IT Infrastructure,"Workstation — Legal, assigned to user0139",used
10.50.0.141,10.50.0.0/24,ws-brs-ws-140.corp.example.com,IT Infrastructure,"Workstation — Security, assigned to user0140",used
10.50.0.142,10.50.0.0/24,ws-brs-ws-141.corp.example.com,IT Infrastructure,"Workstation — Facilities, assigned to user0141",used
10.50.0.143,10.50.0.0/24,ws-brs-ws-142.corp.example.com,IT Infrastructure,"Workstation — DevOps, assigned to user0142",used
10.50.0.144,10.50.0.0/24,ws-brs-ws-143.corp.example.com,IT Infrastructure,"Workstation — Helpdesk, assigned to user0143",used
10.50.0.145,10.50.0.0/24,ws-brs-ws-144.corp.example.com,IT Infrastructure,"Workstation — R&D, assigned to user0144",used
10.50.0.146,10.50.0.0/24,ws-brs-ws-145.corp.example.com,IT Infrastructure,"Workstation — Legal, assigned to user0145",used
10.50.0.147,10.50.0.0/24,ws-brs-ws-146.corp.example.com,IT Infrastructure,"Workstation — Security, assigned to user0146",used
10.50.0.148,10.50.0.0/24,ws-brs-ws-147.corp.example.com,IT Infrastructure,"Workstation — Compliance, assigned to user0147",used
10.50.0.149,10.50.0.0/24,ws-brs-ws-148.corp.example.com,IT Infrastructure,"Workstation — Sales, assigned to user0148",used
10.50.0.150,10.50.0.0/24,ws-brs-ws-149.corp.example.com,IT Infrastructure,"Workstation — Legal, assigned to user0149",used
10.50.0.151,10.50.0.0/24,ws-brs-ws-150.corp.example.com,IT Infrastructure,"Workstation — Executive, assigned to user0150",used
10.50.0.152,10.50.0.0/24,ws-brs-ws-151.corp.example.com,IT Infrastructure,"Workstation — Network Ops, assigned to user0151",used
10.50.0.153,10.50.0.0/24,ws-brs-ws-152.corp.example.com,IT Infrastructure,"Workstation — Legal, assigned to user0152",used
10.50.0.154,10.50.0.0/24,ws-brs-ws-153.corp.example.com,IT Infrastructure,"Workstation — IT Infrastructure, assigned to user0153",used
10.50.1.1,10.50.1.0/25,gw-brs-gst.corp.example.com,Network Ops,Default gateway — BRS Guest WiFi,reserved
10.50.1.2,10.50.1.0/25,dns1-brs-gst.corp.example.com,Network Ops,Primary DNS — BRS Guest WiFi,reserved
10.50.1.3,10.50.1.0/25,dns2-brs-gst.corp.example.com,Network Ops,Secondary DNS — BRS Guest WiFi,reserved
10.50.1.4,10.50.1.0/25,dhcp-brs-gst.corp.example.com,Network Ops,DHCP server — BRS Guest WiFi,reserved
10.50.1.5,10.50.1.0/25,,IT Infrastructure,Guest WiFi DHCP pool,free
10.50.1.6,10.50.1.0/25,,IT Infrastructure,Guest WiFi DHCP pool,free
10.50.1.7,10.50.1.0/25,,IT Infrastructure,Guest WiFi DHCP pool,free
10.50.1.8,10.50.1.0/25,,IT Infrastructure,Guest WiFi DHCP pool,free
10.50.1.9,10.50.1.0/25,,IT Infrastructure,Guest WiFi DHCP pool,used
10.50.1.10,10.50.1.0/25,,IT Infrastructure,Guest WiFi DHCP pool,free
10.50.1.11,10.50.1.0/25,,IT Infrastructure,Guest WiFi DHCP pool,free
10.50.1.12,10.50.1.0/25,,IT Infrastructure,Guest WiFi DHCP pool,free
10.50.1.13,10.50.1.0/25,,IT Infrastructure,Guest WiFi DHCP pool,free
10.50.1.14,10.50.1.0/25,,IT Infrastructure,Guest WiFi DHCP pool,free
10.50.1.15,10.50.1.0/25,,IT Infrastructure,Guest WiFi DHCP pool,used
10.50.1.16,10.50.1.0/25,,IT Infrastructure,Guest WiFi DHCP pool,free
10.50.1.17,10.50.1.0/25,,IT Infrastructure,Guest WiFi DHCP pool,free
10.50.1.18,10.50.1.0/25,,IT Infrastructure,Guest WiFi DHCP pool,used
10.50.1.19,10.50.1.0/25,,IT Infrastructure,Guest WiFi DHCP pool,free
10.50.1.20,10.50.1.0/25,,IT Infrastructure,Guest WiFi DHCP pool,used
10.50.1.21,10.50.1.0/25,,IT Infrastructure,Guest WiFi DHCP pool,free
10.50.1.22,10.50.1.0/25,,IT Infrastructure,Guest WiFi DHCP pool,used
10.50.1.23,10.50.1.0/25,,IT Infrastructure,Guest WiFi DHCP pool,used
10.50.1.24,10.50.1.0/25,,IT Infrastructure,Guest WiFi DHCP pool,free
10.50.1.25,10.50.1.0/25,,IT Infrastructure,Guest WiFi DHCP pool,free
10.50.1.26,10.50.1.0/25,,IT Infrastructure,Guest WiFi DHCP pool,free
10.50.1.27,10.50.1.0/25,,IT Infrastructure,Guest WiFi DHCP pool,used
10.50.1.28,10.50.1.0/25,,IT Infrastructure,Guest WiFi DHCP pool,free
10.50.2.1,10.50.2.0/28,print-brs-prt-00.corp.example.com,Facilities,Network printer — Network Ops,used
10.50.2.2,10.50.2.0/28,print-brs-prt-01.corp.example.com,Facilities,Network printer — Compliance,used
10.50.2.3,10.50.2.0/28,print-brs-prt-02.corp.example.com,Facilities,Network printer — Compliance,used
10.50.2.4,10.50.2.0/28,print-brs-prt-03.corp.example.com,Facilities,Network printer — Security,used
10.50.2.5,10.50.2.0/28,print-brs-prt-04.corp.example.com,Facilities,Network printer — Compliance,used
10.50.2.6,10.50.2.0/28,print-brs-prt-05.corp.example.com,Facilities,Network printer — Legal,used
10.50.2.7,10.50.2.0/28,print-brs-prt-06.corp.example.com,Facilities,Network printer — Network Ops,used
10.50.2.8,10.50.2.0/28,print-brs-prt-07.corp.example.com,Facilities,Network printer — Finance,used
10.50.2.9,10.50.2.0/28,print-brs-prt-08.corp.example.com,Facilities,Network printer — Marketing,used
10.50.0.241,10.50.0.0/24,dc-brs.corp.example.com,IT Infrastructure,Domain controller — Bristol,used
10.50.0.242,10.50.0.0/24,fs-brs.corp.example.com,IT Infrastructure,File server — Bristol,used
172.16.0.1,172.16.0.0/22,gw-vpn.corp.example.com,Network Ops,Default gateway — VPN Client Pool,reserved
172.16.0.2,172.16.0.0/22,dns1-vpn.corp.example.com,Network Ops,Primary DNS — VPN Client Pool,reserved
172.16.0.3,172.16.0.0/22,dns2-vpn.corp.example.com,Network Ops,Secondary DNS — VPN Client Pool,reserved
172.16.0.4,172.16.0.0/22,dhcp-vpn.corp.example.com,Network Ops,DHCP server — VPN Client Pool,reserved
172.16.0.5,172.16.0.0/22,vpn-vpn-004.corp.example.com,Security,VPN client pool — IT Infrastructure,reserved
172.16.0.6,172.16.0.0/22,vpn-vpn-005.corp.example.com,Security,VPN client pool — Executive,reserved
172.16.0.7,172.16.0.0/22,vpn-vpn-006.corp.example.com,Security,VPN client pool — IT Infrastructure,reserved
172.16.0.8,172.16.0.0/22,vpn-vpn-007.corp.example.com,Security,VPN client pool — Executive,reserved
172.16.0.9,172.16.0.0/22,vpn-vpn-008.corp.example.com,Security,VPN client pool — Facilities,reserved
172.16.0.10,172.16.0.0/22,vpn-vpn-009.corp.example.com,Security,VPN client pool — Helpdesk,reserved
172.16.0.11,172.16.0.0/22,vpn-vpn-010.corp.example.com,Security,VPN client pool — Facilities,reserved
172.16.0.12,172.16.0.0/22,vpn-vpn-011.corp.example.com,Security,VPN client pool — Marketing,reserved
172.16.0.13,172.16.0.0/22,vpn-vpn-012.corp.example.com,Security,VPN client pool — HR,reserved
172.16.0.14,172.16.0.0/22,vpn-vpn-013.corp.example.com,Security,VPN client pool — Compliance,reserved
172.16.0.15,172.16.0.0/22,vpn-vpn-014.corp.example.com,Security,VPN client pool — Marketing,reserved
172.16.0.16,172.16.0.0/22,vpn-vpn-015.corp.example.com,Security,VPN client pool — Legal,reserved
172.16.0.17,172.16.0.0/22,vpn-vpn-016.corp.example.com,Security,VPN client pool — Procurement,reserved
172.16.0.18,172.16.0.0/22,vpn-vpn-017.corp.example.com,Security,VPN client pool — Compliance,reserved
172.16.0.19,172.16.0.0/22,vpn-vpn-018.corp.example.com,Security,VPN client pool — Compliance,reserved
172.16.0.20,172.16.0.0/22,vpn-vpn-019.corp.example.com,Security,VPN client pool — Marketing,reserved
172.16.0.21,172.16.0.0/22,vpn-vpn-020.corp.example.com,Security,VPN client pool — Marketing,reserved
172.16.0.22,172.16.0.0/22,vpn-vpn-021.corp.example.com,Security,VPN client pool — Security,reserved
172.16.0.23,172.16.0.0/22,vpn-vpn-022.corp.example.com,Security,VPN client pool — Facilities,reserved
172.16.0.24,172.16.0.0/22,vpn-vpn-023.corp.example.com,Security,VPN client pool — Facilities,reserved
172.16.0.25,172.16.0.0/22,vpn-vpn-024.corp.example.com,Security,VPN client pool — Procurement,reserved
172.16.0.26,172.16.0.0/22,vpn-vpn-025.corp.example.com,Security,VPN client pool — Sales,reserved
172.16.0.27,172.16.0.0/22,vpn-vpn-026.corp.example.com,Security,VPN client pool — IT Infrastructure,reserved
172.16.0.28,172.16.0.0/22,vpn-vpn-027.corp.example.com,Security,VPN client pool — Facilities,reserved
172.16.0.29,172.16.0.0/22,vpn-vpn-028.corp.example.com,Security,VPN client pool — Procurement,reserved
172.16.0.30,172.16.0.0/22,vpn-vpn-029.corp.example.com,Security,VPN client pool — HR,reserved
172.16.0.31,172.16.0.0/22,vpn-vpn-030.corp.example.com,Security,VPN client pool — Security,reserved
172.16.0.32,172.16.0.0/22,vpn-vpn-031.corp.example.com,Security,VPN client pool — IT Infrastructure,reserved
172.16.0.33,172.16.0.0/22,vpn-vpn-032.corp.example.com,Security,VPN client pool — Sales,reserved
172.16.0.34,172.16.0.0/22,vpn-vpn-033.corp.example.com,Security,VPN client pool — Marketing,reserved
172.16.0.35,172.16.0.0/22,vpn-vpn-034.corp.example.com,Security,VPN client pool — Sales,reserved
172.16.0.36,172.16.0.0/22,vpn-vpn-035.corp.example.com,Security,VPN client pool — IT Infrastructure,reserved
172.16.0.37,172.16.0.0/22,vpn-vpn-036.corp.example.com,Security,VPN client pool — Helpdesk,reserved
172.16.0.38,172.16.0.0/22,vpn-vpn-037.corp.example.com,Security,VPN client pool — DevOps,reserved
172.16.0.39,172.16.0.0/22,vpn-vpn-038.corp.example.com,Security,VPN client pool — Procurement,reserved
172.16.0.40,172.16.0.0/22,vpn-vpn-039.corp.example.com,Security,VPN client pool — Network Ops,reserved
172.16.0.41,172.16.0.0/22,vpn-vpn-040.corp.example.com,Security,VPN client pool — Executive,reserved
172.16.0.42,172.16.0.0/22,vpn-vpn-041.corp.example.com,Security,VPN client pool — Network Ops,reserved
172.16.0.43,172.16.0.0/22,vpn-vpn-042.corp.example.com,Security,VPN client pool — Finance,reserved
172.16.0.44,172.16.0.0/22,vpn-vpn-043.corp.example.com,Security,VPN client pool — Legal,reserved
172.16.0.45,172.16.0.0/22,vpn-vpn-044.corp.example.com,Security,VPN client pool — Facilities,reserved
172.16.0.46,172.16.0.0/22,vpn-vpn-045.corp.example.com,Security,VPN client pool — Helpdesk,reserved
172.16.0.47,172.16.0.0/22,vpn-vpn-046.corp.example.com,Security,VPN client pool — Sales,reserved
172.16.0.48,172.16.0.0/22,vpn-vpn-047.corp.example.com,Security,VPN client pool — Marketing,reserved
172.16.0.49,172.16.0.0/22,vpn-vpn-048.corp.example.com,Security,VPN client pool — Sales,reserved
172.16.0.50,172.16.0.0/22,vpn-vpn-049.corp.example.com,Security,VPN client pool — Marketing,reserved
172.16.0.51,172.16.0.0/22,vpn-vpn-050.corp.example.com,Security,VPN client pool — Procurement,reserved
172.16.0.52,172.16.0.0/22,vpn-vpn-051.corp.example.com,Security,VPN client pool — DevOps,reserved
172.16.0.53,172.16.0.0/22,vpn-vpn-052.corp.example.com,Security,VPN client pool — DevOps,reserved
172.16.0.54,172.16.0.0/22,vpn-vpn-053.corp.example.com,Security,VPN client pool — Legal,reserved
172.16.0.55,172.16.0.0/22,vpn-vpn-054.corp.example.com,Security,VPN client pool — HR,reserved
172.16.0.56,172.16.0.0/22,vpn-vpn-055.corp.example.com,Security,VPN client pool — IT Infrastructure,reserved
172.16.0.57,172.16.0.0/22,vpn-vpn-056.corp.example.com,Security,VPN client pool — Finance,reserved
172.16.0.58,172.16.0.0/22,vpn-vpn-057.corp.example.com,Security,VPN client pool — DevOps,reserved
172.16.0.59,172.16.0.0/22,vpn-vpn-058.corp.example.com,Security,VPN client pool — Compliance,reserved
172.16.0.60,172.16.0.0/22,vpn-vpn-059.corp.example.com,Security,VPN client pool — Compliance,reserved
172.16.0.61,172.16.0.0/22,vpn-vpn-060.corp.example.com,Security,VPN client pool — Helpdesk,reserved
172.16.0.62,172.16.0.0/22,vpn-vpn-061.corp.example.com,Security,VPN client pool — Executive,reserved
172.16.0.63,172.16.0.0/22,vpn-vpn-062.corp.example.com,Security,VPN client pool — Security,reserved
172.16.0.64,172.16.0.0/22,vpn-vpn-063.corp.example.com,Security,VPN client pool — Network Ops,reserved
172.16.0.65,172.16.0.0/22,vpn-vpn-064.corp.example.com,Security,VPN client pool — Executive,reserved
172.16.0.66,172.16.0.0/22,vpn-vpn-065.corp.example.com,Security,VPN client pool — Facilities,reserved
172.16.0.67,172.16.0.0/22,vpn-vpn-066.corp.example.com,Security,VPN client pool — Marketing,reserved
172.16.0.68,172.16.0.0/22,vpn-vpn-067.corp.example.com,Security,VPN client pool — R&D,reserved
172.16.0.69,172.16.0.0/22,vpn-vpn-068.corp.example.com,Security,VPN client pool — Executive,reserved
172.16.0.70,172.16.0.0/22,vpn-vpn-069.corp.example.com,Security,VPN client pool — Compliance,reserved
172.16.0.71,172.16.0.0/22,vpn-vpn-070.corp.example.com,Security,VPN client pool — Compliance,reserved
172.16.0.72,172.16.0.0/22,vpn-vpn-071.corp.example.com,Security,VPN client pool — Compliance,reserved
172.16.0.73,172.16.0.0/22,vpn-vpn-072.corp.example.com,Security,VPN client pool — Network Ops,reserved
172.16.0.74,172.16.0.0/22,vpn-vpn-073.corp.example.com,Security,VPN client pool — DevOps,reserved
172.16.0.75,172.16.0.0/22,vpn-vpn-074.corp.example.com,Security,VPN client pool — DevOps,reserved
172.16.0.76,172.16.0.0/22,vpn-vpn-075.corp.example.com,Security,VPN client pool — Security,reserved
